StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,SampleTypeCode,Replicate,CollectionDeviceName,CollectionDepth,UnitCollectionDepth,PositionWaterColumn,LabCollectionComments,LabBatch,AnalysisDate,MatrixName,MethodName,AnalyteName,FractionName,UnitName,LabReplicate,Result,ResQualCode,MDL,RL,QACode,ComplianceCode,DilutionFactor,ExpectedValue,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,SampleID,LabSampleID,LabResultComments,WeatherCondition,SampleStart,SampleEnd,"Above applicable WQBEL, receiving water limitation, action level, or aquatic toxicity threshold?","Applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results","Source of applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results",  
BCE_PAC,29-Jan-21,BC CIMP (RW),WQ,,,Sea water. Metal samples to be sent out to WECK Lab.,,,12:20:00,Autosampler (Flow Paced),Composite,1,Autosampler,,,,,WKL_W1B0155_W,24/Feb/2021 04:45,Sample Water,EPA 1640,Zinc (Dissolved),,ug/L,,15,,0.036,0.2,NONE,COM,1,,,,,,WPD-29744,1B01061-01,,Wet,01/29/2021 12:20,01/29/2021 12:30,,,,
CC_SW_LAC,29-Jan-21,BC CIMP (SWO),WQ,,,,,,00:15:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6034,29/Jan/2021 13:54,Sample Water,SM9223B,E. coli,,MPN/100 mL,,3900,,100,100,NONE,COM,,,,,,,WPD-29765,6966206,,Wet,01/29/2021 00:15,01/29/2021 00:15,,,,
BC_01_WAS,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:35:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6052,04/Feb/2021 08:49,Sample Water,SM9223B,E. coli,,MPN/100 mL,,5300,,100,100,NONE,COM,,,,,,,WPD-29963,7131301,,Dry,02/04/2021 08:35,02/04/2021 08:35,Yes,4000 (MPN/100 mL),TMDL Target (2012) SSM,
BC_02_ING,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:12:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6052,04/Feb/2021 08:49,Sample Water,SM9223B,E. coli,,MPN/100 mL,,12000,,100,100,NONE,COM,,,,,,,WPD-29966,7131304,,Dry,02/04/2021 09:12,02/04/2021 09:12,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM,
BCC_DUQ,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,08:50:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6052,04/Feb/2021 08:49,Sample Water,SM9223B,E. coli,,MPN/100 mL,,5500,,100,100,NONE,COM,,,,,,,WPD-29964,7131302,,Dry,02/04/2021 08:50,02/04/2021 08:50,,,,
BCE_MCC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,2600,,100,100,NONE,COM,,,,,,,WPD-29968,7131306,,Dry,02/04/2021 09:30,02/04/2021 09:30,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
BCE_MCC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6051,04/Feb/2021 12:55,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,2600,,10,10,NONE,COM,,,,,,,WPD-29968,7131306,,Dry,02/04/2021 09:30,02/04/2021 09:30,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_MCC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:30:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,26000,,100,100,NONE,COM,,,,,,,WPD-29968,7131306,,Dry,02/04/2021 09:30,02/04/2021 09:30,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_PAC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1300,,100,100,NONE,COM,,,,,,,WPD-29969,7131307,,Dry,02/04/2021 09:40,02/04/2021 09:40,Yes,400 (MPN/100 mL),TMDL Target (2012) SSM (Fecal Coliform),
BCE_PAC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6051,04/Feb/2021 12:55,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,380,,10,10,NONE,COM,,,,,,,WPD-29969,7131307,,Dry,02/04/2021 09:40,02/04/2021 09:40,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
BCE_PAC,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:40:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,13000,,100,100,NONE,COM,,,,,,,WPD-29969,7131307,,Dry,02/04/2021 09:40,02/04/2021 09:40,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
BC-RW-FBLANK,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:35:00,Water_Grab,Field Blank,1,None,,,,,6050,04/Feb/2021 11:30,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,NONE,COM,,,,,,,WPD-29972,7131310,,Dry,02/04/2021 09:35,02/04/2021 09:35,,,,
BC-RW-FBLANK,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:35:00,Water_Grab,Field Blank,1,None,,,,,6051,04/Feb/2021 12:55,Blank Water,SM9230D,Enterococcus,,MPN/100 mL,,<1,ND,1,1,NONE,COM,,,,,,,WPD-29972,7131310,,Dry,02/04/2021 09:35,02/04/2021 09:35,,,,
BC-RW-FBLANK,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:35:00,Water_Grab,Field Blank,1,None,,,,,6050,04/Feb/2021 11:30,Blank Water,SM9223B,Total coliform,,MPN/100 mL,,<1,ND,1,1,NONE,COM,,,,,,,WPD-29972,7131310,,Dry,02/04/2021 09:35,02/04/2021 09:35,,,,
BC-RW-FDUP,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,100,,100,100,NONE,COM,,,,,,,WPD-29971,7131309,,Dry,02/04/2021 09:18,02/04/2021 09:18,,,,
BC-RW-FDUP,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,6051,04/Feb/2021 12:55,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,85,,10,10,NONE,COM,,,,,,,WPD-29971,7131309,,Dry,02/04/2021 09:18,02/04/2021 09:18,,,,
BC-RW-FDUP,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Field Duplicate,2,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,13000,,100,100,NONE,COM,,,,,,,WPD-29971,7131309,,Dry,02/04/2021 09:18,02/04/2021 09:18,,,,
CC_ING,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,NONE,COM,,,,,,,WPD-29967,7131305,,Dry,02/04/2021 09:18,02/04/2021 09:18,Yes,200 (MPN/100 mL),TMDL Target (2012) Geomean (Fecal Coliform),
CC_ING,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6051,04/Feb/2021 12:55,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,220,,10,10,NONE,COM,,,,,,,WPD-29967,7131305,,Dry,02/04/2021 09:18,02/04/2021 09:18,Yes,104 (MPN/100 mL),TMDL Target (2012) SSM,
CC_ING,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:18:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,15000,,100,100,NONE,COM,,,,,,,WPD-29967,7131305,,Dry,02/04/2021 09:18,02/04/2021 09:18,Yes,10000 (MPN/100 mL),TMDL Target (2012) SSM,
DRL-BCE,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:50:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,NONE,COM,,,,,,,WPD-29970,7131308,,Dry,02/04/2021 09:50,02/04/2021 09:50,,,,
DRL-BCE,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:50:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6051,04/Feb/2021 12:55,Sample Water,SM9230D,Enterococcus,,MPN/100 mL,,110,,10,10,NONE,COM,,,,,,,WPD-29970,7131308,,Dry,02/04/2021 09:50,02/04/2021 09:50,Yes,104 (MPN/100 mL),BP REC1 Marine Single Sample,
DRL-BCE,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:50:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6050,04/Feb/2021 11:30,Sample Water,SM9223B,Total coliform,,MPN/100 mL,,1100,,100,100,NONE,COM,,,,,,,WPD-29970,7131308,,Dry,02/04/2021 09:50,02/04/2021 09:50,Yes,1000 (MPN/100 mL),BP REC1 Marine SSM if ratio of fecal-to-total coliform exceeds 0.1,
SC_CUL,4-Feb-21,BC CIMP (RW) - Bacteria TMDL,WQ,,,,,,09:10:00,Water_Grab,Grab,1,Fishing Pole with Bottle,,,,,6052,04/Feb/2021 08:49,Sample Water,SM9223B,E. coli,,MPN/100 mL,,200,,100,100,NONE,COM,,,,,,,WPD-29965,7131303,,Dry,02/04/2021 09:10,02/04/2021 09:10,Yes,126 (MPN/100 mL),TMDL Target (2012) Geomean,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:49,Sample Water,EPA 200.8,Copper,,ug/L,,7.07,,0.4,0.5,NONE,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:44,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,6.48,,0.4,0.5,FDP,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4916,17/Feb/2021 00:00,Sample Water,SM 2340B,Hardness,,mg/L,,428,,,,NONE,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:49,Sample Water,EPA 200.8,Lead,,ug/L,,0.72,,0.1,0.5,FDP,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:44,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,1.14,,0.1,0.5,FDP,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4913,17/Feb/2021 11:31,Sample Water,EPA 7470A,MERCURY,,ug/L,,<0.007,ND,0.007,0.2,NONE,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,26948,10/Feb/2021 09:29,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,1.6DNQ,DNQ,1.4,2,NONE,COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:49,Sample Water,EPA 200.8,Zinc,,ug/L,,11.6,,0.95,1,"FDP, VCR",COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_01_NAT,8-Feb-21,BC CIMP (RW),WQ,,,,,,09:30:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 09:44,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,9.67,,0.95,1,"FDP, VCR",COM,1,,,,,,WPD-29949,7147501,,Dry,02/08/2021 09:30,02/08/2021 09:30,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,570-50627-1,12/Feb/2021 00:00,Sample Water,608.3,"4,4'-DDT",,ug/L,,<.0047,ND,0.0047,0.0098,NONE,COM,1,,,,,,WPD-29950,570-50627-1,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,9938,17/Feb/2021 09:39,Sample Water,EPA 350.1,Ammonia as N,,mg/L,,0.06DNQ,DNQ,0.05,0.1,FDP,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:07,Sample Water,EPA 200.8,Copper,,ug/L,,7.41,,0.4,0.5,NONE,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:03,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,6.44,,0.4,0.5,FDP,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,6059,09/Feb/2021 10:18,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,NONE,COM,,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4916,17/Feb/2021 00:00,Sample Water,SM 2340B,Hardness,,mg/L,,405,,,,NONE,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:07,Sample Water,EPA 200.8,Lead,,ug/L,,1.01,,0.1,0.5,FDP,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:03,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,0.15DNQ,DNQ,0.1,0.5,FDP,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4913,17/Feb/2021 11:45,Sample Water,EPA 7470A,MERCURY,,ug/L,,<0.007,ND,0.007,0.2,NONE,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:07,Sample Water,EPA 200.8,Selenium,,ug/L,,2.07,,0.23,1,NONE,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,26948,10/Feb/2021 09:29,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,2.4,,1.4,2,NONE,COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:07,Sample Water,EPA 200.8,Zinc,,ug/L,,11.6,,0.95,1,"FDP, VCR",COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_02_SAW,8-Feb-21,BC CIMP (RW),WQ,,,,,,11:20:00,Water_Grab,Grab,1,None,,,,,4951,02/Mar/2021 10:03,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,9.15,,0.95,1,"FDP, VCR",COM,1,,,,,,WPD-29950,7147502,,Dry,02/08/2021 11:20,02/08/2021 11:20,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,570-50627-1,12/Feb/2021 00:00,Blank Water,608.3,"4,4'-DDT",,ug/L,,<.0046,ND,0.0046,0.0096,NONE,COM,1,,,,,,WPD-29956,570-50627-3,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,9938,17/Feb/2021 09:39,Blank Water,EPA 350.1,Ammonia as N,,mg/L,,<0.05,ND,0.05,0.1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:23,Blank Water,EPA 200.8,Copper,,ug/L,,0.53,,0.4,0.5,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:18,Blank Water,EPA 200.8,Copper (Dissolved),,ug/L,,0.45DNQ,DNQ,0.4,0.5,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,1962,24/Feb/2021 19:18,Blank Water,EPA 625.1 PAH,"DIBENZO(A,H)ANTHRACENE",,ug/L,,<0.020,ND,0.02,0.05,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,6059,09/Feb/2021 10:30,Blank Water,SM9223B,E. coli,,MPN/100 mL,,<1,ND,1,1,NONE,COM,,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4919,17/Feb/2021 00:00,Blank Water,SM 2340B,Hardness,,mg/L,,0.266,,,,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,1962,24/Feb/2021 19:18,Blank Water,EPA 625.1 PAH,"Indeno(1,2,3-cd) pyrene",,ug/L,,<0.019,ND,0.019,0.05,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:23,Blank Water,EPA 200.8,Lead,,ug/L,,<0.1,ND,0.1,0.5,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:18,Blank Water,EPA 200.8,Lead (Dissolved),,ug/L,,0.10DNQ,DNQ,0.1,0.5,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4913,17/Feb/2021 11:50,Blank Water,EPA 7470A,MERCURY,,ug/L,,<0.007,ND,0.007,0.2,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:23,Blank Water,EPA 200.8,Nickel,,ug/L,,<0.31,ND,0.31,1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:18,Blank Water,EPA 200.8,Nickel (Dissolved),,ug/L,,<0.31,ND,0.31,1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:23,Blank Water,EPA 200.8,Selenium,,ug/L,,<0.23,ND,0.23,1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,1962,30/Dec/1899 00:00,Blank Water,CALCULATED,Total PAHs,,ug/L,,0,,,,NONE,COM,,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,26948,10/Feb/2021 09:29,Blank Water,SM 2540D,Total Suspended Solids,,mg/L,,<1.4,ND,1.4,2,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:23,Blank Water,EPA 200.8,Zinc,,ug/L,,2.01,,0.95,1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC_RW_FBLANK (Grab),8-Feb-21,BC CIMP (RW),WQ,,,,,,13:45:00,Water_Grab,Field Blank,1,None,,,,,4950,02/Mar/2021 11:18,Blank Water,EPA 200.8,Zinc (Dissolved),,ug/L,,1.48,,0.95,1,NONE,COM,1,,,,,,WPD-29956,7147508,,Dry,02/08/2021 13:45,02/08/2021 13:45,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,570-50627-1,12/Feb/2021 00:00,Sample Water,608.3,"4,4'-DDT",,ug/L,,<.0046,ND,0.0046,0.0096,NONE,COM,1,,,,,,WPD-29957,570-50627-4,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,9938,17/Feb/2021 09:39,Sample Water,EPA 350.1,Ammonia as N,,mg/L,,0.07DNQ,DNQ,0.05,0.1,FDP,COM,1,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,4950,02/Mar/2021 11:52,Sample Water,EPA 200.8,Copper,,ug/L,,5.79,,0.4,0.5,NONE,COM,1,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,4950,02/Mar/2021 11:47,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,4.86,,0.4,0.5,FDP,COM,1,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,6059,09/Feb/2021 10:18,Sample Water,SM9223B,E. coli,,MPN/100 mL,,<100,ND,100,100,NONE,COM,,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,4919,17/Feb/2021 00:00,Sample Water,SM 2340B,Hardness,,mg/L,,106,,,,NONE,COM,1,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
BC-020,8-Feb-21,BC CIMP (NSWO),WQ,,,,,,10:50:00,Water_Grab,Grab,1,None,,,,,4950,02/Mar/2021 11:52,Sample Water,EPA 200.8,Lead,,ug/L,,0.42DNQ,DNQ,0.1,0.5,FDP,COM,1,,,,,,WPD-29957,7147509,,Dry,02/08/2021 10:50,02/08/2021 10:50,,,,
